NumStories,ParcelID,Height_Ft,FromH7,Residential Exemption,AC Type,Address,Bath Style 1,Bath Style 2,Bath Style 3,Bathrooms,Bedrooms,Classification Code,Commercial units,Community Preservation,Condition,Exterior Condition,Exterior Finish,FY2024 Building value,FY2024 Gross Tax,FY2024 Land Value,FY2024 Net Tax,FY2024 Total Assessed Value,Fireplaces,Foundation,Grade,Half Bathrooms,Heat Type,Interior Condition,Kitchen Style 1,Kitchen Style 2,Kitchen Style 3,Kitchen Type,Land Use,Living Area,Lot Size,Mixed-use units,Number of Kitchens,Other Fixtures,Parking Spots,Personal Exemption,Property Type,Quality,Residential Exemption,Residential units,Roof Cover,Roof Structure,Size/sqft,Style,Total Rooms,Total units (sum of values),Total units,Type,View,Year Built,distance,formatted,lat,lon,Centr_Lat,Centr_Lon,GoogleLnk,Ground_Elevation_Ft,Model_LOD,ZMax,ZMin
3,1301772000,32.91999283,1,"$3,610.53 ",None,10  KEVIN RD BOSTON MA 02125,Semi-Modern,Semi-Modern,Semi-Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$80.50 ,,Good,Vinyl,"$906,100.00 ","$12,750.82 ","$263,700.00 ","$9,220.79 ","$1,169,800.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,237 sq ft","2,815 sq ft",,3,0,2,No,Three Family,,Yes,,Rubber Roof,Flat,,Decker,15,,,,Average,1905,0,"10 Kevin Road, Boston, MA 02125, United States of America",42.31658565,-71.0616357,42.31659433,-71.06163024,"https://www.google.com/maps/search//@42.3145943334465,-71.0616302412423,263a,35y,39.46t/data=!3m1!1e3",36.08,1,68.99999283,31.00006883
2,1502417000,21.23997683,1,"$3,610.53 ",None,3-5 DRAYTON AV BOSTON MA 02125,Modern,Modern,,2,4,0104 (Residential Property  / TWO-FAM DWELLING),,$33.55 ,,Good,Vinyl,"$549,400.00 ","$8,055.10 ","$189,600.00 ","$4,478.12 ","$739,000.00 ",0,Stone,Average,0,Forced Hot Air,Good,Modern,Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"2,520 sq ft","3,102 sq ft",,2,0,3,No,Two Family,,Yes,,Asphalt Shingl,Gable,,Conventional,10,,,,Average,1910,0.791363673,"3-5 Drayton Avenue, Dorchester, MA 02125, United States of America",42.31187,-71.07057,42.31187404,-71.07057792,"https://www.google.com/maps/search//@42.3098740395729,-71.0705779218926,263a,35y,39.46t/data=!3m1!1e3",55.76,1,76.99997683,49.00003283
2,1300922000,27.83993083,1,"$3,610.53 ",None,26-26A WAYLAND ST BOSTON MA 02125,Modern,Modern,,1,3,0101 (Residential Property  / SINGLE FAM DWELLING),,$0.00 ,,Good,Vinyl,"$287,182.00 ","$4,288.06 ","$106,218.00 ",$677.53 ,"$393,400.00 ",0,Concrete,Average,1,Ht Water/Steam,Good,Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,736 sq ft","4,144 sq ft",,1,0,2,No,One Family,,Yes,,Asphalt Shingl,Gable,,Semi-Det,6,,,,Average,1993,0.737769732,"26 Wayland Street, Dorchester, MA 02125, United States of America",42.31351,-71.07325,42.31351661,-71.07325081,"https://www.google.com/maps/search//@42.3115166076105,-71.0732508109387,263a,35y,39.46t/data=!3m1!1e3",72.16,1,99.99993083,68.99999283
2,1301177020,27.73996383,1,"$3,232.40 ",None,115  ALEXANDER ST BOSTON MA 02125,Modern,Modern,,1,4,0101 (Residential Property  / SINGLE FAM DWELLING),,$0.00 ,,Good,Vinyl,"$240,535.00 ","$3,591.56 ","$88,965.00 ",$359.16 ,"$329,500.00 ",0,Concrete,Average,1,Ht Water/Steam,Good,Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,408 sq ft","3,395 sq ft",,1,0,1,No,One Family,,Yes,,Asphalt Shingl,Gable,,Semi-Det,8,,,,Average,2003,0.490501325,"115 Alexander Street, Dorchester, MA 02125, United States of America",42.314553,-71.070986,42.31454921,-71.07098906,"https://www.google.com/maps/search//@42.312549211058794,-71.0709890551207,263a,35y,39.46t/data=!3m1!1e3",55.76,1,83.49996383,54.00002283
2,1300556000,32.70016392,1,"$3,610.53 ",None,41  HARTFORD ST BOSTON MA 02125,Semi-Modern,,,1,5,0101 (Residential Property  / SINGLE FAM DWELLING),,$1.58 ,Average,Average,Vinyl,"$279,100.00 ","$4,858.13 ","$166,600.00 ","$1,249.18 ","$445,700.00 ",2,Stone,Average,0,Ht Water/Steam,Average,No Remodeling,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"2,749 sq ft","5,140 sq ft",,1,0,2,No,One Family,AVERAGE,Yes,,Asphalt Shingl,Gable,125,Colonial,11,,,Deck/Patio,Average,1910,0,"41 Hartford Street, Boston, MA 02121, United States of America",42.3155379,-71.0732531,42.31554722,-71.07324366,"https://www.google.com/maps/search//@42.3135472212798,-71.0732436568507,263a,35y,39.46t/data=!3m1!1e3",114.8,1,147.5001639,111.4999078
2,1300524000,3.831069876,1,"$3,610.53 ",None,20  SARGENT ST BOSTON MA 02125,No Remodeling,No Remodeling,,2,5,0101 (Residential Property  / SINGLE FAM DWELLING),,$0.00 ,Fair,Average,Wood Shake,"$288,400.00 ","$5,066.32 ","$176,400.00 ",$506.63 ,"$464,800.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"2,385 sq ft","4,992 sq ft",,1,0,0,Yes,One Family,AVERAGE,Yes,,Slate,Hip,100,Colonial,10,,,Deck/Patio,Average,1900,5.860114382,"20 Sargent Street, Boston, MA 02125, United States of America",42.31624255,-71.07357739,42.31620396,-71.07372932,"https://www.google.com/maps/search//@42.3142039630468,-71.073729317335,263a,35y,39.46t/data=!3m1!1e3",100.598314,1.5,104.4293839,95.79160592
3,1301270000,39.23994083,1,$0.00 ,None,36  MONADNOCK ST BOSTON MA 02125,Semi-Modern,Semi-Modern,Semi-Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$73.08 ,,Average,Vinyl,"$539,600.00 ","$8,398.45 ","$230,900.00 ","$8,471.53 ","$770,500.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,330 sq ft","3,434 sq ft",,3,0,0,No,Three Family,,No,,Composition,Flat,,Decker,15,,,,Average,1905,0,"36 Monadnock Street, Boston, MA 02125, United States of America",42.31617085,-71.06869714,42.3161806,-71.06868503,"https://www.google.com/maps/search//@42.314180601197094,-71.0686850287364,263a,35y,39.46t/data=!3m1!1e3",55.76,1,94.99994083,56.00001883
1.5,1301256000,39.89878295,1,"$3,610.53 ",None,1  CEDAR PL BOSTON MA 02125,Semi-Modern,Semi-Modern,,2,4,0101 (Residential Property  / SINGLE FAM DWELLING),,$12.98 ,,Fair,Asbestos,"$217,800.00 ","$5,998.27 ","$332,500.00 ","$2,400.72 ","$550,300.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,414 sq ft","9,048 sq ft",,1,0,1,No,One Family,,Yes,,Slate,Gable,,Cape,7,,,,Average,1900,0,"1 Cedar Place, Boston, MA 02125, United States of America",42.3145972,-71.07000466,42.31461708,-71.06999481,"https://www.google.com/maps/search//@42.312617078078794,-71.0699948061071,263a,35y,39.46t/data=!3m1!1e3",68.60113089,1,108.4999138,71.99998683
2.5,1400133000,32.95994683,1,$0.00 ,None,192  MAGNOLIA ST BOSTON MA 02121,Semi-Modern,Semi-Modern,Semi-Modern,2,8,0104 (Residential Property  / TWO-FAM DWELLING),,$60.53 ,,Average,Vinyl,"$412,900.00 ","$7,142.77 ","$242,400.00 ","$7,203.30 ","$655,300.00 ",0,Brick,Average,1,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"3,074 sq ft","3,163 sq ft",,2,0,0,No,Two Family,,No,,Asphalt Shingl,Gable,,Conventional,14,,,,Average,1900,0.921899046,"192 Magnolia Street, Dorchester, MA 02121, United States of America",42.312007,-71.073181,42.31199878,-71.07317949,"https://www.google.com/maps/search//@42.3099987842973,-71.0731794942737,263a,35y,39.46t/data=!3m1!1e3",59.04,1,91.99994683,56.00001883
1,1503050000,13.20003883,1,$0.00 ,,419-429 BOWDOIN ST BOSTON MA 02122,,,,,,0995 (Exempt Property Type / CONDO MAIN),6,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,0 sq ft,"4,521 sq ft",0,,,,No,Condo Main Building,,No,0,,,,,,"$624,300 ",6,,,1920,0,"419-429 Bowdoin Street, Boston, MA 02122, United States of America",42.31044295,-71.06198416,42.31045444,-71.06194523,"https://www.google.com/maps/search//@42.308454443020494,-71.0619452348506,263a,35y,39.46t/data=!3m1!1e3",32.8,1,46.00003883,26.00007883
3,1301440000,5.796893932,1,$0.00 ,None,107  STOUGHTON ST BOSTON MA 02125,Modern,Modern,Modern,3,5,0105 (Residential Property  / THREE-FAM DWELLING),,$128.34 ,Good,Good,Brick/Stone,"$1,027,600.00 ","$13,923.66 ","$249,800.00 ","$14,052.00 ","$1,277,400.00 ",0,Brick,Good,0,Forced Hot Air,Average,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,105 sq ft","2,640 sq ft",,3,0,1,No,Three Family,AVERAGE,No,,Composition,Flat,32,Row End,11,,,Shed,Average,1890,5.072292605,"107,109,111,113,115,117,119,121 Stoughton Street, Boston, MA 02125, United States of America",42.3152683,-71.06166917,42.31530679,-71.06200785,"https://www.google.com/maps/search//@42.3133067858795,-71.0620078485332,263a,35y,39.46t/data=!3m1!1e3",39.19396057,1.5,44.9908545,34.25006233
2,1502700000,18.04208825,1,"$3,610.53 ",None,4  GLEN ST BOSTON MA 02125,Semi-Modern,,,1,4,0101 (Residential Property  / SINGLE FAM DWELLING),,$0.00 ,,Average,Vinyl,"$259,000.00 ","$4,564.92 ","$159,800.00 ",$456.49 ,"$418,800.00 ",0,Brick,Average,0,Forced Hot Air,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,341 sq ft","3,700 sq ft",,1,0,2,Yes,One Family,,Yes,,Asphalt Shingl,Mansard,,Colonial,8,,,,Average,1910,0,"4 Glen Street, Boston, MA 02125, United States of America",42.312567,-71.06651749,42.31258395,-71.0665277,"https://www.google.com/maps/search//@42.310583947104,-71.066527695381,263a,35y,39.46t/data=!3m1!1e3",44.45791758,1,62.50000583,39.50005183
2,1301279000,27.79997683,1,$0.00 ,Ductless AC,16  MONADNOCK ST BOSTON MA 02125,Modern,No Remodeling,,2,4,0104 (Residential Property  / TWO-FAM DWELLING),,$51.47 ,,Average,Vinyl,"$375,700.00 ","$6,236.98 ","$196,500.00 ","$6,288.45 ","$572,200.00 ",0,Stone,Average,0,Ht Water/Steam,Average,No Remodeling,No Remodeling,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"1,698 sq ft","3,202 sq ft",,2,0,3,No,Two Family,,No,,Asphalt Shingl,Gable,,Semi-Det,10,,,,Average,1905,1.074319938,"16 Monadnock Street, Dorchester, MA 02125, United States of America",42.31715,-71.06783,42.31715551,-71.06784073,"https://www.google.com/maps/search//@42.315155509102,-71.0678407337938,263a,35y,39.46t/data=!3m1!1e3",49.2,1,76.99997683,49.00003283
2,1300088010,3.420484917,1,"$2,119.94 ",None,41  HOWARD AV BOSTON MA 02125,Semi-Modern,Semi-Modern,,1,3,0101 (Residential Property  / SINGLE FAM DWELLING),,$0.00 ,,Average,Vinyl,"$157,753.00 ","$2,355.49 ","$58,347.00 ",$235.55 ,"$216,100.00 ",0,Concrete,Average,1,Ht Water/Steam,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,388 sq ft","7,079 sq ft",,1,0,2,No,One Family,,Yes,,Asphalt Shingl,Gable,,Colonial,6,,,,Average,1998,12.00768369,"41 Howard Avenue, Dorchester, MA 02125, United States of America",42.31935,-71.073235,42.31926378,-71.07314706,"https://www.google.com/maps/search//@42.317263781954296,-71.0731470619775,263a,35y,39.46t/data=!3m1!1e3",62.32,1.5,65.74048492,57.85434583
3,1302079000,36.04001283,1,$0.00 ,None,1041  DORCHESTER AV BOSTON MA 02125,Semi-Modern,Semi-Modern,Semi-Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$116.34 ,,Average,Frame/Clapbrd,"$867,100.00 ","$12,723.57 ","$300,200.00 ","$12,839.91 ","$1,167,300.00 ",0,Brick,Average,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,639 sq ft","4,000 sq ft",,3,0,2,No,Three Family,,No,,Composition,Flat,,Decker,17,,,,Average,1905,0,"1041 Dorchester Avenue, Boston, MA 02125, United States of America",42.31510005,-71.05698148,42.31511104,-71.056988,"https://www.google.com/maps/search//@42.3131110437335,-71.0569879978078,263a,35y,39.46t/data=!3m1!1e3",22.96,1,59.00001283,19.50009183
2,1300613000,10.09991383,1,"$3,610.53 ",None,9  SARGENT ST BOSTON MA 02125,Semi-Modern,,,1,4,0101 (Residential Property  / SINGLE FAM DWELLING),,$23.57 ,Fair,Good,Vinyl,"$457,000.00 ","$7,057.75 ","$190,500.00 ","$3,470.79 ","$647,500.00 ",0,Concrete,Average,0,Forced Hot Air,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"2,547 sq ft","5,407 sq ft",,1,0,8,No,One Family,AVERAGE,Yes,,Asphalt Shingl,Gambrel,72,Colonial,7,,,Shed,Average,1920,11.15455462,"98 Howard Avenue, Boston, MA 02121, United States of America",42.31672565,-71.07435595,42.31660667,-71.07417102,"https://www.google.com/maps/search//@42.314606666687595,-71.0741710213373,263a,35y,39.46t/data=!3m1!1e3",98.4,1,108.4999138,93.49994383
3,1502429000,14.21254131,1,"$3,610.53 ",None,66  GLENDALE ST BOSTON MA 02125,Semi-Modern,Semi-Modern,Semi-Modern,4,5,0105 (Residential Property  / THREE-FAM DWELLING),,$0.00 ,Average,Good,Vinyl,"$691,700.00 ","$11,159.42 ","$332,100.00 ","$5,548.89 ","$1,023,800.00 ",1,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,Semi-Modern,2 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"4,098 sq ft","7,725 sq ft",,3,0,6,Yes,Three Family,AVERAGE,Yes,,Asphalt Shingl,Gambrel,1120,Conventional,15,,,Garage,Average,1910,14.8986216,"66 Glendale Street, Boston, MA 02125, United States of America",42.31279685,-71.06937793,42.31262229,-71.06957391,"https://www.google.com/maps/search//@42.3106222913734,-71.0695739090826,263a,35y,39.46t/data=!3m1!1e3",57.78744552,1,71.99998683,52.50002583
2,1301301000,7.41221067,1,"$3,610.53 ",None,43  VIRGINIA ST BOSTON MA 02125,Modern,Semi-Modern,Modern,2,4,0104 (Residential Property  / TWO-FAM DWELLING),,$53.74 ,,Good,Vinyl,"$635,500.00 ","$10,074.87 ","$288,800.00 ","$6,518.08 ","$924,300.00 ",0,Stone,Good,1,Forced Hot Air,Average,Modern,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"4,172 sq ft","6,898 sq ft",,2,0,4,No,Two Family,,Yes,,Asphalt Shingl,Hip,,Two Fam Stack,10,,,,Average,1890,14.21508469,"43 Virginia Street, Dorchester, MA 02125, United States of America",42.31579,-71.06851,42.31568952,-71.06861688,"https://www.google.com/maps/search//@42.313689519604495,-71.0686168845771,263a,35y,39.46t/data=!3m1!1e3",71.543799,1.5,78.95600967,64.87401683
2,1300266000,31.39993683,1,"$2,156.24 ",None,77  HOWARD AV BOSTON MA 02125,Semi-Modern,Semi-Modern,,1,3,0101 (Residential Property  / SINGLE FAM DWELLING),,$0.00 ,,Average,Vinyl,"$160,454.00 ","$2,395.82 ","$59,346.00 ",$239.58 ,"$219,800.00 ",0,Concrete,Average,1,Ht Water/Steam,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,496 sq ft","5,024 sq ft",,1,0,2,No,One Family,,Yes,,Asphalt Shingl,Gable,,Colonial,6,,,,Average,2000,0,"77 Howard Avenue, Boston, MA 02121, United States of America",42.31835615,-71.07442686,42.31837162,-71.07443179,"https://www.google.com/maps/search//@42.3163716182525,-71.0744317868745,263a,35y,39.46t/data=!3m1!1e3",65.6,1,96.99993683,65.49999983
1.5,1301614000,-1.289523265,1,$0.00 ,None,8  DOWNER AV BOSTON MA 02125,Semi-Modern,Semi-Modern,,1,3,0101 (Residential Property  / SINGLE FAM DWELLING),,$67.45 ,Average,Average,Vinyl,"$503,000.00 ","$7,834.92 ","$215,800.00 ","$7,902.37 ","$718,800.00 ",0,Brick,Average,1,Forced Hot Air,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"2,082 sq ft","3,791 sq ft",,1,0,1,No,One Family,AVERAGE,No,,Asphalt Shingl,Gable,676,Bungalow,9,,,Deck/Patio,Average,1910,4.246899213,"8 Downer Avenue, Boston, MA 02125, United States of America",42.31102775,-71.05990617,42.31098855,-71.06002048,"https://www.google.com/maps/search//@42.3089885551937,-71.0600204836188,263a,35y,39.46t/data=!3m1!1e3",31.8584906,1.5,30.56896733,24.09785167
1.5,1301400000,22.77992783,1,"$3,610.53 ",None,40  UPHAM AV BOSTON MA 02125,Modern,Modern,,2,3,0101 (Residential Property  / SINGLE FAM DWELLING),,$28.07 ,Average,Average,Wood Shake,"$519,900.00 ","$7,507.92 ","$168,900.00 ","$3,925.46 ","$688,800.00 ",0,Stone,Average,0,Ht Water/Steam,Good,Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,383 sq ft","2,052 sq ft",,1,0,2,No,One Family,AVERAGE,Yes,,Asphalt Shingl,Gable,100,Colonial,9,,,Deck/Patio,Average,1935,0,"40 Upham Avenue, Boston, MA 02125, United States of America",42.3153703,-71.06397248,42.31538272,-71.06397624,"https://www.google.com/maps/search//@42.313382716392795,-71.0639762422309,263a,35y,39.46t/data=!3m1!1e3",78.72,1,101.4999278,78.49997383
3,1502451000,33.64168844,1,"$3,610.53 ",None,12  SAYWARD ST BOSTON MA 02125,No Remodeling,Semi-Modern,No Remodeling,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$23.39 ,,Average,Vinyl,"$417,800.00 ","$7,039.22 ","$228,000.00 ","$3,452.08 ","$645,800.00 ",0,Stone,Average,0,Ht Water/Steam,Fair,No Remodeling,Semi-Modern,No Remodeling,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"4,203 sq ft","3,400 sq ft",,3,0,0,No,Three Family,,Yes,,Rubber Roof,Flat,,Decker,18,,,,Average,1905,0,"12 Sayward Street, Boston, MA 02125, United States of America",42.31382595,-71.0687476,42.31383458,-71.06874805,"https://www.google.com/maps/search//@42.3118345836676,-71.0687480500289,263a,35y,39.46t/data=!3m1!1e3",64.8582454,1,98.49993383,57.50001583
3,1301804000,32.98000583,1,$0.00 ,,49  PLEASANT ST BOSTON MA 02125,,,,,,0995 (Exempt Property Type / CONDO MAIN),0,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,0 sq ft,"3,088 sq ft",0,,,,No,Condo Main Building,,No,0,,,,,,"$1,456,000 ",0,,,1905,0,"49 Pleasant Street, Boston, MA 02125, United States of America",42.3154775,-71.06007339,42.31549176,-71.0600823,"https://www.google.com/maps/search//@42.3134917637425,-71.0600822975181,263a,35y,39.46t/data=!3m1!1e3",29.52,1,62.50000583,24.50008183
3,1502941000,34.49176788,1,"$3,610.53 ",None,8  CLARKSON ST BOSTON MA 02125,Modern,Modern,Modern,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$10.48 ,,Average,Vinyl,"$385,002.00 ","$5,748.66 ","$142,398.00 ","$2,148.61 ","$527,400.00 ",0,Stone,Average,0,Ht Water/Steam,Good,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,144 sq ft","2,174 sq ft",,3,0,0,No,Three Family,,Yes,,Rubber Roof,Flat,,Decker,15,,,,Average,1905,0,"8 Clarkson Street, Boston, MA 02125, United States of America",42.30943145,-71.06563779,42.30943773,-71.06565158,"https://www.google.com/maps/search//@42.3074377340075,-71.0656515815283,263a,35y,39.46t/data=!3m1!1e3",67.00815995,1,101.4999278,62.50000583
2,1502478000,22.95996683,1,"$3,610.53 ",None,97  BIRD ST BOSTON MA 02125,Semi-Modern,,,1,4,0101 (Residential Property  / SINGLE FAM DWELLING),,$0.00 ,Poor,Average,Vinyl,"$230,400.00 ","$4,164.89 ","$151,700.00 ",$554.36 ,"$382,100.00 ",0,Concrete,Average,0,Ht Water/Steam,Average,Semi-Modern,,,0 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"2,097 sq ft","3,807 sq ft",,1,1,2,No,One Family,VERY GOOD,Yes,,Asphalt Shingl,Gable,400,Colonial,8,,,Garage,Fair,1905,0,"97 Bird Street, Boston, MA 02125, United States of America",42.31350745,-71.07056913,42.3135339,-71.07057437,"https://www.google.com/maps/search//@42.3115338990115,-71.0705743738419,263a,35y,39.46t/data=!3m1!1e3",59.04,1,81.99996683,54.00002283
2,1301390000,42.8418834,1,"$3,610.53 ",None,6  MT CUSHING TE BOSTON MA 02125,Semi-Modern,Semi-Modern,,2,4,0104 (Residential Property  / TWO-FAM DWELLING),,$30.81 ,,Average,Wood Shake,"$512,300.00 ","$7,781.51 ","$201,600.00 ","$4,201.79 ","$713,900.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"2,621 sq ft","3,040 sq ft",,2,0,0,No,Two Family,,Yes,,Asphalt Shingl,Hip,,Two Fam Stack,10,,,,Average,1935,0,"6 Mount Cushing Terrace, Boston, MA 02125, United States of America",42.31594185,-71.06367212,42.31595784,-71.06367344,"https://www.google.com/maps/search//@42.3139578380979,-71.063673435998,263a,35y,39.46t/data=!3m1!1e3",55.65805044,1,98.49993383,57.50001583
2,1301165000,26.42995498,1,$0.00 ,Central AC,85  ALEXANDER ST BOSTON MA 02125,Modern,Modern,Modern,2,3,0101 (Residential Property  / SINGLE FAM DWELLING),,$62.44 ,,Good,Vinyl,"$516,100.00 ","$7,333.52 ","$156,700.00 ","$7,395.96 ","$672,800.00 ",0,Concrete,Average,1,Forced Hot Air,Good,Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,622 sq ft","3,080 sq ft",,1,0,2,No,One Family,,No,,Asphalt Shingl,Gable,,Semi-Det,8,,,,Average,2002,1.179922916,"85 Alexander Street, Dorchester, MA 02125, United States of America",42.315732,-71.070471,42.31572655,-71.07045869,"https://www.google.com/maps/search//@42.313726548221595,-71.0704586884905,263a,35y,39.46t/data=!3m1!1e3",52.07001886,1,78.49997383,49.00003283
2,1502474000,27.95995683,1,"$3,610.53 ",None,79  BIRD ST BOSTON MA 02125,Semi-Modern,,,1,4,0101 (Residential Property  / SINGLE FAM DWELLING),,$4.98 ,,Average,Vinyl,"$246,300.00 ","$5,198.21 ","$230,600.00 ","$1,592.66 ","$476,900.00 ",1,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,752 sq ft","6,280 sq ft",,1,0,0,No,One Family,,Yes,,Asphalt Shingl,Hip,,Colonial,8,,,,Average,1890,0,"79 Bird Street, Boston, MA 02125, United States of America",42.3138001,-71.069939,42.31381289,-71.06993478,"https://www.google.com/maps/search//@42.311812895055894,-71.0699347833667,263a,35y,39.46t/data=!3m1!1e3",59.04,1,86.99995683,56.00001883
3,1502917000,39.41997983,1,"$3,610.53 ",Central AC,422  BOWDOIN ST BOSTON MA 02122,Modern,Modern,Modern,3,10,0105 (Residential Property  / THREE-FAM DWELLING),,$86.18 ,,Average,Vinyl,"$986,300.00 ","$13,318.71 ","$235,600.00 ","$9,794.36 ","$1,221,900.00 ",0,Stone,Average,0,Forced Hot Air,Good,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"4,525 sq ft","3,024 sq ft",,3,0,0,No,Three Family,,Yes,,Asphalt Shingl,Gable,,Decker,18,,,,Average,1905,0,"422 Bowdoin Street, Boston, MA 02125, United States of America",42.31043145,-71.06288407,42.31044019,-71.06286648,"https://www.google.com/maps/search//@42.308440190776494,-71.0628664763332,263a,35y,39.46t/data=!3m1!1e3",36.08,1,75.49997983,29.50007183
3,1301893000,22.76707119,1,$0.00 ,None,17  PLEASANT ST BOSTON MA 02125,Modern,Modern,Modern,3,12,0105 (Residential Property  / THREE-FAM DWELLING),,$171.74 ,,Good,Vinyl,"$1,385,500.00 ","$18,264.04 ","$290,100.00 ","$18,435.78 ","$1,675,600.00 ",0,Stone,Average,3,Ht Water/Steam,Good,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,981 sq ft","3,860 sq ft",,3,0,0,No,Three Family,,No,,Rubber Roof,Flat,,Decker,18,,,,Average,1900,0,"17 Pleasant Street, Boston, MA 02125, United States of America",42.31751925,-71.05943599,42.31753576,-71.05943957,"https://www.google.com/maps/search//@42.3155357619496,-71.0594395728436,263a,35y,39.46t/data=!3m1!1e3",34.73294465,1,57.50001583,29.50007183
2,1502023000,24.55993083,1,"$3,610.53 ",Central AC,11  HAMILTON ST BOSTON MA 02125,Modern,Modern,,1,5,0101 (Residential Property  / SINGLE FAM DWELLING),,$28.18 ,,Good,Vinyl,"$519,600.00 ","$7,518.82 ","$170,200.00 ","$3,936.47 ","$689,800.00 ",0,Stone,Average,1,Forced Hot Air,Good,Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"2,158 sq ft","3,384 sq ft",,1,0,0,No,One Family,,Yes,,Slate,Gable,,Colonial,9,,,,Average,1910,0,"11 Hamilton Street, Boston, MA 02212, United States of America",42.30955255,-71.07188365,42.30956722,-71.07188541,"https://www.google.com/maps/search//@42.307567224629196,-71.0718854076542,263a,35y,39.46t/data=!3m1!1e3",75.44,1,99.99993083,68.99999283
